crid,category,allegation_name,allegation_category_id,officer_race,subject_race,cr_text
1062193,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Hispanic,"Initial / Intake Allegation 1: The reporting party stated that she was a
former employee with the accused's
company, and the accused
fired her. Arterwards, the accused called
her cellular phone and stated, I'm firing you
because | can't trust you. You're not going
to be able to allowed in my building again.
You're going to be arrested for trespassing.
If you don't get arrested, I'm going to_
fucking kill you anc ormer
employee). The accused called her place of
employment and ""slandered"" her name, in
that he told the Manager that she (reporting
party) was a former employee and stole
clients from him.
Note: Reporting party stated that she filed a
police report with _olice district
(No report number available at this time)
Initial / Intake Allegation 5: The reporting party stated that she was a
former employee with the accused's
company, and the accused
fired her. A.crwarus, the accused called
her cellular phone and stated, I'm firing you
because | can't trust you. You're not going
to be able to allowed in my building again.
You're going to be arrested for trespassing.
If you don't get arrested, I'm going to
fucking kill you and mer
employee). The accused called her piace of
employment and ""slandered” her name, in
that he told the Manager that she (reporting
party) was a former employee and stole
clients from him.
Note: Reporting party stated that she filed a
police report with ___ilice district
(No report number available at this time)
Allegation 2: The Reporting Party Ms. alleged that on 10 May
2013, at 1300 hours, the accused telephoned her and stated,""I'm going to
fucking kill you and
The Reporting Party ‘eged that on 12 May
2013, at 0732 hours, the accused called her place of employmen
ind told the manager that she was a former employee of his.
ana tnat she stole clients from him.
Finding 1: (None Entered)
"
1062193,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Hispanic,"Initial / Intake Allegation 1: The reporting party stated that she was a
former employee with the accused's
company, and the accused
fired her. Arterwards, the accused called
her cellular phone and stated, I'm firing you
because | can't trust you. You're not going
to be able to allowed in my building again.
You're going to be arrested for trespassing.
If you don't get arrested, I'm going to_
fucking kill you anc ormer
employee). The accused called her place of
employment and ""slandered"" her name, in
that he told the Manager that she (reporting
party) was a former employee and stole
clients from him.
Note: Reporting party stated that she filed a
police report with _olice district
(No report number available at this time)
Initial / Intake Allegation 5: The reporting party stated that she was a
former employee with the accused's
company, and the accused
fired her. A.crwarus, the accused called
her cellular phone and stated, I'm firing you
because | can't trust you. You're not going
to be able to allowed in my building again.
You're going to be arrested for trespassing.
If you don't get arrested, I'm going to
fucking kill you and mer
employee). The accused called her piace of
employment and ""slandered” her name, in
that he told the Manager that she (reporting
party) was a former employee and stole
clients from him.
Note: Reporting party stated that she filed a
police report with ___ilice district
(No report number available at this time)
Allegation 2: The Reporting Party Ms. alleged that on 10 May
2013, at 1300 hours, the accused telephoned her and stated,""I'm going to
fucking kill you and
The Reporting Party ‘eged that on 12 May
2013, at 0732 hours, the accused called her place of employmen
ind told the manager that she was a former employee of his.
ana tnat she stole clients from him.
Finding 1: (None Entered)
"
1062307,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: not arrest the subject and failed
her keys from the subject.
Initial / Intake Allegation 4: The complainant alleges that the
responding officers failed to provide her with
adequate police services after being a
victim of a domestic battery by a female
cousin __F/B 23 YOA)and a theft
of her vehicle.
The complainant alleges that she
informed the officer that, the cousin jumped
out of her moving vehicle and snatched her
vehicle keys out of the ignition, that almost
caused a deadly accident and she ended up
striking a parked vehicle in front of her.
The complainant alleges that when the
officers approached the subject's (cousin)
whereabouts which was in front of the
home, the officer failed to take any police
actions, did not arrest the subject and failed
to obtain her keys from the subject.
"
1062307,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: not arrest the subject and failed
her keys from the subject.
Initial / Intake Allegation 4: The complainant alleges that the
responding officers failed to provide her with
adequate police services after being a
victim of a domestic battery by a female
cousin __F/B 23 YOA)and a theft
of her vehicle.
The complainant alleges that she
informed the officer that, the cousin jumped
out of her moving vehicle and snatched her
vehicle keys out of the ignition, that almost
caused a deadly accident and she ended up
striking a parked vehicle in front of her.
The complainant alleges that when the
officers approached the subject's (cousin)
whereabouts which was in front of the
home, the officer failed to take any police
actions, did not arrest the subject and failed
to obtain her keys from the subject.
"
1062517,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: being battered
offender. The
offender left
time and
and continued
her. The
two male
to be Hispanic,
accents)
of the story and
reporting
refused to
to arrest the
scene. The
the officer that
face and stated
lying, if
arrest you for
The reporting
stated,
what you have
what you have to
Initial / Intake Allegation 4: being battered
offender. The
offender left
time and
and continued
her. The
two male
to be Hispanic,
accents)
of the story and
reporting
refused to
to arrest the
scene. The
the officer that
face and stated
lying, if
arrest you for
The reporting
stated,
what you have
you have to
"
1062517,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Asian/Pacific,Black,"Initial / Intake Allegation 1: being battered
offender. The
offender left
time and
and continued
her. The
two male
to be Hispanic,
accents)
of the story and
reporting
refused to
to arrest the
scene. The
the officer that
face and stated
lying, if
arrest you for
The reporting
stated,
what you have
what you have to
Initial / Intake Allegation 4: being battered
offender. The
offender left
time and
and continued
her. The
two male
to be Hispanic,
accents)
of the story and
reporting
refused to
to arrest the
scene. The
the officer that
face and stated
lying, if
arrest you for
The reporting
stated,
what you have
you have to
"
1062807,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: assistance.
Initial / Intake Allegation 4: The complainant states she was attacked
by a random subject on the street. The
complainant alleges that the accused
officers failed to provide her with any
assistance.
"
1062807,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: assistance.
Initial / Intake Allegation 4: The complainant states she was attacked
by a random subject on the street. The
complainant alleges that the accused
officers failed to provide her with any
assistance.
"
1064618,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: a case
Initial / Intake Allegation 4: The complainant alleged he called ""911""
because his daughter was battered by a
neighbor. The complainant further alleged
the accused refused to complete a case
report for the battery.
"
1073198,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The complainant alleges that she had a
disturbance inside her place of business
with an unknown subject and that when the
accused officer arrived, he accused her of
provoking the situation. The complainant
further alleges that the responding officer
failed to make a report for her or arrest the
subject.
Finding 1: (None Entered)
"
1073206,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The complainant stated that he called the
police because he was battered by a man
named at the location
of the incident. The complainant alleged
that he called for police to file a report but
the accused officers refused to generate a
police report for him or take any police
action against the offender, who was still on
the scene.
Finding 1: (None Entered)
"
1073206,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The complainant stated that he called the
police because he was battered by a man
named at the location
of the incident. The complainant alleged
that he called for police to file a report but
the accused officers refused to generate a
police report for him or take any police
action against the offender, who was still on
the scene.
Finding 1: (None Entered)
"
1073206,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The complainant stated that he called the
police because he was battered by a man
named at the location
of the incident. The complainant alleged
that he called for police to file a report but
the accused officers refused to generate a
police report for him or take any police
action against the offender, who was still on
the scene.
Finding 1: (None Entered)
"
1073206,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The complainant stated that he called the
police because he was battered by a man
named at the location
of the incident. The complainant alleged
that he called for police to file a report but
the accused officers refused to generate a
police report for him or take any police
action against the offender, who was still on
the scene.
Finding 1: (None Entered)
"
1073235,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
SHE CALLED THE 001ST DISTRICT
STATION AND SHE ALLEGES THAT THE
ACCUSED OFFICER PICKED UP THE
PHONE AND HUNG IT UP BEFORE
SAYING HELLO.
THE REPORTING PARTY STATES THAT
SHE WAS INVOLVED IN A TRAFFIC
ACCIDENT AND SHE WENT TO THE
001ST DISTRICT STATION TO REPORT
THE INCIDENT. SHE ALLEGES THAT
THE ACCUSED OFFICERS FAILED TO
PROVIDE HER WITH A POLICE REPORT.
Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
SHE CALLED THE 001ST DISTRICT
STATION AND SHE ALLEGES THAT THE
ACCUSED OFFICER PICKED UP THE
PHONE AND HUNG IT UP BEFORE
SAYING HELLO.
 THE REPORTING PARTY STATES THAT
SHE WAS INVOLVED IN A TRAFFIC
ACCIDENT AND SHE WENT TO THE
001ST DISTRICT STATION TO REPORT
THE INCIDENT. SHE ALLEGES THAT
THE ACCUSED OFFICERS FAILED TO
PROVIDE HER WITH A POLICE REPORT.
Finding 1: (None Entered)
"
1073235,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
SHE CALLED THE 001ST DISTRICT
STATION AND SHE ALLEGES THAT THE
ACCUSED OFFICER PICKED UP THE
PHONE AND HUNG IT UP BEFORE
SAYING HELLO.
THE REPORTING PARTY STATES THAT
SHE WAS INVOLVED IN A TRAFFIC
ACCIDENT AND SHE WENT TO THE
001ST DISTRICT STATION TO REPORT
THE INCIDENT. SHE ALLEGES THAT
THE ACCUSED OFFICERS FAILED TO
PROVIDE HER WITH A POLICE REPORT.
Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
SHE CALLED THE 001ST DISTRICT
STATION AND SHE ALLEGES THAT THE
ACCUSED OFFICER PICKED UP THE
PHONE AND HUNG IT UP BEFORE
SAYING HELLO.
 THE REPORTING PARTY STATES THAT
SHE WAS INVOLVED IN A TRAFFIC
ACCIDENT AND SHE WENT TO THE
001ST DISTRICT STATION TO REPORT
THE INCIDENT. SHE ALLEGES THAT
THE ACCUSED OFFICERS FAILED TO
PROVIDE HER WITH A POLICE REPORT.
Finding 1: (None Entered)
"
1073263,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
SHE CALLED THE POLICE FOR
ASSISTANCE REGARDING A PHYSICAL
DOMESTIC DISPUTE WITH THE
WITNESS. SHE ALLEGES THAT THE
ACCUSED OFFICER DID NOT LISTEN TO
HER, AND THREATENED HER WHEN HE
STATED, ""IF | HAVE TO COME BACK
OUT HERE THERE WILL BE A
PROBLEM."" SHE ALSO ALLEGES THAT
THE ACCUSED OFFICER REFUSED TO
PROVIDE HER WITH A POLICE REPORT.
Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
SHE CALLED THE POLICE FOR
ASSISTANCE REGARDING A PHYSICAL
DOMESTIC DISPUTE WITH THE
WITNESS. SHE ALLEGES THAT THE
ACCUSED OFFICER DID NOT LISTEN TO
HER, AND THREATENED HER WHEN HE
STATED, ""IF | HAVE TO COME BACK
QOUT HERE THERE WILL BE A
PROBLEM."" SHE ALSO ALLEGES THAT
THE ACCUSED OFFICER REFUSED TO
PROVIDE HER WITH A POLICE REPORT.
Finding 1: (None Entered)
"
1073263,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
SHE CALLED THE POLICE FOR
ASSISTANCE REGARDING A PHYSICAL
DOMESTIC DISPUTE WITH THE
WITNESS. SHE ALLEGES THAT THE
ACCUSED OFFICER DID NOT LISTEN TO
HER, AND THREATENED HER WHEN HE
STATED, ""IF | HAVE TO COME BACK
OUT HERE THERE WILL BE A
PROBLEM."" SHE ALSO ALLEGES THAT
THE ACCUSED OFFICER REFUSED TO
PROVIDE HER WITH A POLICE REPORT.
Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
SHE CALLED THE POLICE FOR
ASSISTANCE REGARDING A PHYSICAL
DOMESTIC DISPUTE WITH THE
WITNESS. SHE ALLEGES THAT THE
ACCUSED OFFICER DID NOT LISTEN TO
HER, AND THREATENED HER WHEN HE
STATED, ""IF | HAVE TO COME BACK
QOUT HERE THERE WILL BE A
PROBLEM."" SHE ALSO ALLEGES THAT
THE ACCUSED OFFICER REFUSED TO
PROVIDE HER WITH A POLICE REPORT.
Finding 1: (None Entered)
"
1073301,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Hispanic,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ASSAULT.
HE ALLEGES THAT THE ACCUSED
QFFICER FAILED TO ARREST THE
QOFFENDER AND FAILED TO
CORRECTLY COMPLETE THE CASE
REPORT.
THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ASSAULT.
HE ALLEGES THAT THE ACCUSED
SERGEANT FAILED TO ARREST THE
OFFENDER AND FAILED TO
CORRECTLY COMPLETE THE CASE
REPORT.
Initial / Intake Allegation 4: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ASSAULT.
HE ALLEGES THAT THE ACCUSED
OFFICER FAILED TO ARREST THE
OFFENDER AND FAILED TO
CORRECTLY COMPLETE THE CASE
REPORT.
THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ASSAULT.
HE ALLEGES THAT THE ACCUSED
SERGEANT FAILED TO ARREST THE
OFFENDER AND FAILED TO
CORRECTLY COMPLETE THE CASE
REPORT.
Finding 1: (None Entered)
"
1073301,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Hispanic,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ASSAULT.
HE ALLEGES THAT THE ACCUSED
QFFICER FAILED TO ARREST THE
QOFFENDER AND FAILED TO
CORRECTLY COMPLETE THE CASE
REPORT.
THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ASSAULT.
HE ALLEGES THAT THE ACCUSED
SERGEANT FAILED TO ARREST THE
OFFENDER AND FAILED TO
CORRECTLY COMPLETE THE CASE
REPORT.
Initial / Intake Allegation 4: THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ASSAULT.
HE ALLEGES THAT THE ACCUSED
OFFICER FAILED TO ARREST THE
OFFENDER AND FAILED TO
CORRECTLY COMPLETE THE CASE
REPORT.
THE REPORTING PARTY STATES THAT
HE WAS THE VICTIM OF AN ASSAULT.
HE ALLEGES THAT THE ACCUSED
SERGEANT FAILED TO ARREST THE
OFFENDER AND FAILED TO
CORRECTLY COMPLETE THE CASE
REPORT.
Finding 1: (None Entered)
"
1073432,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The complainant alleged that she called the
police when she spotted the offenders who
stole her money and her identity. The
responding officers refused to arrest the
offenders, refused to give her a police
report and refused to give her their name
and star number upon request. The
complainant also alleges that during the
same incident the accused watched her
being beaten up and failed to take action.
Initial / Intake Allegation 1: The complainant alleged that she called the
police when she spotted the offenders who
stole her money and her identity. The
responding officers refused to arrest the
offenders, refused to give her a police
report and refused to give her their name
and star number upon request. The
complainant also alleges that during the
same incident the accused watched her
being beaten up and failed to take action
Finding 1: (None Entered)
"
1073432,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The complainant alleged that she called the
police when she spotted the offenders who
stole her money and her identity. The
responding officers refused to arrest the
offenders, refused to give her a police
report and refused to give her their name
and star number upon request. The
complainant also alleges that during the
same incident the accused watched her
being beaten up and failed to take action.
Initial / Intake Allegation 1: The complainant alleged that she called the
police when she spotted the offenders who
stole her money and her identity. The
responding officers refused to arrest the
offenders, refused to give her a police
report and refused to give her their name
and star number upon request. The
complainant also alleges that during the
same incident the accused watched her
being beaten up and failed to take action
Finding 1: (None Entered)
"
1073461,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Hispanic,"Initial / Intake Allegation 1: THE REPORTING PARTIES STATE THAT
THEY WERE THE VICTIMS OF AN
ASSAULT AND THE POLICE WERE
CALLED. THEY ALLEGE THAT THE
ACCUSED OFFICERS FAILED TO
PROVIDE THEM WITH ANY POLICE
SERVICE.
RD;
EVENT#
Initial / Intake Allegation 1: THE REPORTING PARTIES STATE THAT
THEY WERE THE VICTIMS OF AN
ASSAULT AND THE POLICE WERE
CALLED. THEY ALLEGE THAT THE
ACCUSED OFFICERS FAILED TO
PROVIDE THEM WITH ANY POLICE
SERVICE
REFERENCE:RI
Finding 1: (None Entered)
"
1073461,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Hispanic,"Initial / Intake Allegation 1: THE REPORTING PARTIES STATE THAT
THEY WERE THE VICTIMS OF AN
ASSAULT AND THE POLICE WERE
CALLED. THEY ALLEGE THAT THE
ACCUSED OFFICERS FAILED TO
PROVIDE THEM WITH ANY POLICE
SERVICE.
RD;
EVENT#
Initial / Intake Allegation 1: THE REPORTING PARTIES STATE THAT
THEY WERE THE VICTIMS OF AN
ASSAULT AND THE POLICE WERE
CALLED. THEY ALLEGE THAT THE
ACCUSED OFFICERS FAILED TO
PROVIDE THEM WITH ANY POLICE
SERVICE
REFERENCE:RI
Finding 1: (None Entered)
"
1073461,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Hispanic,"Initial / Intake Allegation 1: THE REPORTING PARTIES STATE THAT
THEY WERE THE VICTIMS OF AN
ASSAULT AND THE POLICE WERE
CALLED. THEY ALLEGE THAT THE
ACCUSED OFFICERS FAILED TO
PROVIDE THEM WITH ANY POLICE
SERVICE.
RD;
EVENT#
Initial / Intake Allegation 1: THE REPORTING PARTIES STATE THAT
THEY WERE THE VICTIMS OF AN
ASSAULT AND THE POLICE WERE
CALLED. THEY ALLEGE THAT THE
ACCUSED OFFICERS FAILED TO
PROVIDE THEM WITH ANY POLICE
SERVICE
REFERENCE:RI
Finding 1: (None Entered)
"
1073461,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Hispanic,"Initial / Intake Allegation 1: THE REPORTING PARTIES STATE THAT
THEY WERE THE VICTIMS OF AN
ASSAULT AND THE POLICE WERE
CALLED. THEY ALLEGE THAT THE
ACCUSED OFFICERS FAILED TO
PROVIDE THEM WITH ANY POLICE
SERVICE.
RD;
EVENT#
Initial / Intake Allegation 1: THE REPORTING PARTIES STATE THAT
THEY WERE THE VICTIMS OF AN
ASSAULT AND THE POLICE WERE
CALLED. THEY ALLEGE THAT THE
ACCUSED OFFICERS FAILED TO
PROVIDE THEM WITH ANY POLICE
SERVICE
REFERENCE:RI
Finding 1: (None Entered)
"
1073607,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,White,"Initial / Intake Allegation 1: It is alleged that the accused was
unprofessional in that he did not allow the
complainant to fully explain his concerns
about unknown individuals loitering in front
of his house.
Initial / Intake Allegation 1: It is alleged that the accused was
unprofessional in that he did not allow the
complainant to fully explain his concerns
about unknown individuals loitering in front
of his house
Finding 1: (None Entered)
"
1073670,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: THE REPORTING PARTY STATES THAT
HER RESIDENCE WAS BURGLARIZED
AND THE ACCUSED DETECTIVE IS
ASSIGNED TO HER CASE. SHE
ALLEGES THAT SHE HAS ONLY SPOKEN
WITH THE ACCUSED DETECTIVE TWICE
SINCE THE INCIDENT AND HE HAS
FAILED TO PROVIDE HER WITH ANY
INFORMATION REGARDING THE CASE
SHE STATES THAT THE CASE REPORT
IS NOT AVAILABLE AND SHE DOES NOT
REMEMBER THE EXACT DATE OR TIME
OF THE INCIDENT.
Initial / Intake Allegation 1:  THE REPORTING PARTY STATES THAT
HER RESIDENCE WAS BURGLARIZED
AND THE ACCUSED DETECTIVE IS
ASSIGNED TO HER CASE. SHE
ALLEGES THAT SHE HAS ONLY SPOKEN
WITH THE ACCUSED DETECTIVE TWICE
SINCE THE INCIDENT AND HE HAS
FAILED TO PROVIDE HER WITH ANY
INFORMATION REGARDING THE CASE
SHE STATES THAT THE CASE REPORT
IS NOT AVAILABLE AND SHE DOES NOT
REMEMBER THE EXACT DATE OR TIME
OF THE INCIDENT.
Finding 1: (None Entered)
"
1073673,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,White,"Initial / Intake Allegation 1: The complainant alleges that an unknown
white male uniformed officer failed to
provide him with adequate police services.
The complainant related that a patron fell
asleep in the backseat of his cab and failed
to pay his fare once arriving to his
destination. The complainant alleges that
the officer issued him a citation and allowed
the patron to leave without paying.
Finding 1: (None Entered)
"
1073796,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The reporting party alleges that the accused
officers failed to generate a report for
criminal trespass to property
Finding 1: (None Entered)
"
1073796,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Black,Black,"Initial / Intake Allegation 1: The reporting party alleges that the accused
officers failed to generate a report for
criminal trespass to property
Finding 1: (None Entered)
"
1073816,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,White,"Initial / Intake Allegation 1:  
The reporting party alleged that the accused
detective refused to provide any information
regarding her missing daughter and verbally
abused her by saying she was a ""bad mom""
and telling her to ""get [her] household in
order.” Reference: RC
Initial / Intake Allegation 1: The reporting party alleged that the accused
detective refused to provide any information
regarding her missing daughter and verbally
abused her by saying she was a ""bad mom""
and telling her to ""get [her] household in
order.” Reference:
Finding 1: (None Entered)
"
1073916,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1:  The reporting party alleged that she went to
the 001st District Station to report a traffic
accident and get a police report. The
reporting party alleged that the accused
Department members were rude and
unprofessional in that they both yelled at
her and refused to make a police report
after she requested that they do so.
Finding 1: (None Entered)
"
1073919,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,Hispanic,Black,"Initial / Intake Allegation 1: The complainant alleges that the accused
failed to arrest his nephew,
who had threatened him and was still on the
scene
Finding 1: (None Entered)
"
1073998,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack” harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned
Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack"" harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned.
Finding 1: (None Entered)
"
1073998,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack” harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned
Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack"" harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned.
Finding 1: (None Entered)
"
1073998,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack” harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned
Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack"" harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned.
Finding 1: (None Entered)
"
1073998,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack” harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned
Initial / Intake Allegation 1: It is alleged that ""Officer Bartell"" harassed
the victim by calling him four times and
telling him that they need to meet because
the victim needs to be served with an Order
of Protection. Per the victim, ""Officer
Bartell"" is trying to entrap him into being
arrested for unknown reasons.
The Reporting Party Victim alleges that
“Lieutenant Sajack"" harassed him by calling
him four times, adding that the accused is
assigned to investigate Log #1073463
which the Reporting Party Victim obtained
against sthe same accused. Per the
complainant, Log #1073463 should be
reassigned.
Finding 1: (None Entered)
"
1074076,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The Reporting Party Victim's alleged that
the accused Sgt. and uniformed officers
failed to generate a report, was rude and
unprofessional, failed to take the complaint
of a murder threat seriously, and engaged
in conversations with other officers as the
victim's spoke. It was further alleged the
accused Sgt. and officers ignored the
victim's and enjoyed Irish bagpipes which
were being played inside of the station
Initial / Intake Allegation 1: The Reporting Party Victim's alleged that
the accused Sgt. and uniformed officers
failed to generate a report, was rude and
unprofessional, failed to take the complaint
of a murder threat seriously, and engaged
in conversations with other officers as the
victim's spoke. It was further alleged the
accused Sgt. and officers ignored the
victim's and enjoyed Irish bagpipes which
were being played inside of the station.
Finding 1: (None Entered)
"
1074076,Operation/Personnel Violations,Inadequate / Failure To Provide Service,204,White,Black,"Initial / Intake Allegation 1: The Reporting Party Victim's alleged that
the accused Sgt. and uniformed officers
failed to generate a report, was rude and
unprofessional, failed to take the complaint
of a murder threat seriously, and engaged
in conversations with other officers as the
victim's spoke. It was further alleged the
accused Sgt. and officers ignored the
victim's and enjoyed Irish bagpipes which
were being played inside of the station
Initial / Intake Allegation 1: The Reporting Party Victim's alleged that
the accused Sgt. and uniformed officers
failed to generate a report, was rude and
unprofessional, failed to take the complaint
of a murder threat seriously, and engaged
in conversations with other officers as the
victim's spoke. It was further alleged the
accused Sgt. and officers ignored the
victim's and enjoyed Irish bagpipes which
were being played inside of the station.
Finding 1: (None Entered)
"
